841-99-2980,3525799136621031,Joseph,Blankenship,M,91279 Natalie Place Apt. 172,Miami,FL,33156,25.6682,-80.2973,1737737,Toxicologist,1990-10-28,908554315130,adults_2550_male_urban.json,947d8001a99adc213dd5bc7067e3db13,2022-01-01,00:01:22,1641013282,gas_transport,58.63,0,fraud_Sporer Inc,25.714739,-80.618860
282-33-0233,3592927524372804,Grant,Miller,M,276 Young Mill,Lowell,IN,46356,41.2845,-87.4191,17524,Diplomatic Services operational officer,1990-07-23,632265815336,adults_2550_male_urban.json,3ba338f401942f7f8b9a390c379a1856,2022-01-01,00:02:13,1641013333,gas_transport,57.37,0,fraud_Harber Inc,41.256458,-87.773712
841-99-2980,3525799136621031,Joseph,Blankenship,M,91279 Natalie Place Apt. 172,Miami,FL,33156,25.6682,-80.2973,1737737,Toxicologist,1990-10-28,908554315130,adults_2550_male_urban.json,da597f76eba5162548ba2d87e16f95ab,2022-01-01,00:04:59,1641013499,gas_transport,60.11,0,fraud_Luettgen PLC,25.331329,-80.211600
711-83-2839,213174225790506,John,Lee,M,876 Perry Ville Suite 721,Marshall,IL,62441,39.422,-87.6923,7395,Systems analyst,1989-04-14,872010906800,adults_2550_male_urban.json,ff27c42cc9696d75275fe012167931f6,2022-01-01,00:06:35,1641013595,gas_transport,77.06,0,fraud_Heller-Langosh,40.303193,-88.181725
495-66-2904,3521699586693460,Victor,Waller,M,26984 Joseph Plaza Apt. 339,Union City,CA,94587,37.5895,-122.0497,69516,Horticultural therapist,1988-11-28,380906095118,adults_2550_male_urban.json,99851b386c81215c9afc57d0ced5f841,2022-01-01,00:07:21,1641013641,gas_transport,87.15,0,fraud_Schaefer  McGlynn and Bosco,38.415146,-121.626123
610-51-5348,676347735869,Jeffrey,Frazier,M,94311 Moore Station Apt. 655,Morgan City,LA,70380,29.6977,-91.2654,22928,Clinical biochemist,1988-11-19,4688044575,adults_2550_male_urban.json,cc65492902f13d7cc3095d342e462a8a,2022-01-01,00:16:09,1641014169,gas_transport,34.56,0,fraud_Robel  Cummerata and Prosacco,30.012478,-90.890669
841-99-2980,3525799136621031,Joseph,Blankenship,M,91279 Natalie Place Apt. 172,Miami,FL,33156,25.6682,-80.2973,1737737,Toxicologist,1990-10-28,908554315130,adults_2550_male_urban.json,fe1934e82fe9a02b7c5c9985d120f963,2022-01-01,00:16:33,1641014193,gas_transport,68.64,0,fraud_Prohaska-Murray,25.135237,-79.553758
312-64-1903,2248267586926175,Luis,Crosby,M,53773 Garcia Spur Suite 850,Pineville,MO,64856,36.574,-94.377,4251,Occupational therapist,1984-04-07,207343331995,adults_2550_male_urban.json,bd381c8380d3dd2928bf93f743aba392,2022-01-01,00:17:00,1641014220,gas_transport,70.99,0,fraud_Lind  Huel and McClure,37.105053,-94.544826
687-14-2635,377468071545168,Sean,Bryan,M,876 Jacob Lake,Grayling,MI,49738,44.671,-84.6913,9924,Writer,1987-12-03,548709745211,adults_2550_male_urban.json,3324394d239daa558c51315174b450a1,2022-01-01,00:17:22,1641014242,gas_transport,73.94,0,fraud_Lind  Huel and McClure,44.453635,-83.998429
618-89-3291,30526547935641,Robert,Long,M,398 Erin Plaza,New Brunswick,NJ,08901,40.4891,-74.4482,55223,Aid worker,1975-11-29,802957040689,adults_2550_male_urban.json,a26ef01f889450fb1f9d5b136cfbbc9f,2022-01-01,00:19:00,1641014340,gas_transport,40.29,0,fraud_Friesen-Stamm,40.122793,-73.808694
711-83-2839,213174225790506,John,Lee,M,876 Perry Ville Suite 721,Marshall,IL,62441,39.422,-87.6923,7395,Systems analyst,1989-04-14,872010906800,adults_2550_male_urban.json,b3541eabd8ec061e3089a8cb2a116fc7,2022-01-01,00:26:40,1641014800,gas_transport,30.29,0,fraud_Sporer Inc,38.438517,-86.980387
491-27-9680,4030299228092023,David,White,M,904 Jay Rest Suite 723,Opa Locka,FL,33054,25.9097,-80.247,107314,Paediatric nurse,1982-04-16,157199405309,adults_2550_male_urban.json,03aa276653856c8b74c99fb995dd5f96,2022-01-01,00:32:23,1641015143,gas_transport,79.73,0,fraud_Raynor  Feest and Miller,26.799428,-79.307322
250-59-9032,4398214658404495,Kevin,Keller,M,8755 Gibson Islands,Southern Pines,NC,28387,35.1697,-79.3957,13921,Energy engineer,1994-01-25,768716573635,adults_2550_male_urban.json,33f68ef12734b13955b214a1219b7440,2022-01-01,00:39:59,1641015599,gas_transport,69.10,0,fraud_Harris Inc,34.743351,-80.121372
630-56-4499,4165820297021358,Jack,Herring,M,275 Wallace Club,Bel Air,MD,21014,39.5394,-76.3564,63810,Teacher  secondary school,1992-12-30,580411980930,adults_2550_male_urban.json,c13244d06c432766abebe58759ff2ded,2022-01-01,00:43:02,1641015782,gas_transport,69.88,0,fraud_Emard Inc,38.910626,-76.400907
663-22-5385,379415521667462,Michael,Mendoza,M,212 Tina Vista Apt. 169,Platteville,WI,53818,42.7393,-90.4854,15091,Radiation protection practitioner,1989-07-27,626215958920,adults_2550_male_urban.json,55ad9e5a1e7daf13a31c64242b94efd2,2022-01-01,00:46:12,1641015972,gas_transport,15.46,0,fraud_Schaefer  Maggio and Daugherty,43.033070,-90.082723
663-22-5385,379415521667462,Michael,Mendoza,M,212 Tina Vista Apt. 169,Platteville,WI,53818,42.7393,-90.4854,15091,Radiation protection practitioner,1989-07-27,626215958920,adults_2550_male_urban.json,630a7fd8564864a008ec9df5583ed9fb,2022-01-01,00:46:32,1641015992,gas_transport,52.89,0,fraud_Robel  Cummerata and Prosacco,42.723760,-91.178821
833-10-0358,2237215107029667,Jon,Reyes,M,53244 Stephenson Bypass Apt. 476,Westwego,LA,70094,29.8973,-90.2033,31669,Statistician,1978-10-21,66481931623,adults_2550_male_urban.json,69a0a410bfb2140e70d760c5a2de1861,2022-01-01,00:49:21,1641016161,gas_transport,64.10,0,fraud_Eichmann  Bogan and Rodriguez,29.147355,-90.802910
103-10-8809,4251354278496,William,Roman,M,841 Joseph Coves,Fairmont,WV,26554,39.4941,-80.2213,41369,Surgeon,1979-02-26,297020387114,adults_2550_male_urban.json,9bddea78f1cde81278b62731f54bc35f,2022-01-01,00:51:30,1641016290,gas_transport,39.47,0,fraud_Kuvalis Ltd,38.981766,-80.722955
841-99-2980,3525799136621031,Joseph,Blankenship,M,91279 Natalie Place Apt. 172,Miami,FL,33156,25.6682,-80.2973,1737737,Toxicologist,1990-10-28,908554315130,adults_2550_male_urban.json,e243b7fc38016f6f1598f74defa93300,2022-01-01,00:57:56,1641016676,gas_transport,33.90,0,fraud_Eichmann  Bogan and Rodriguez,26.627902,-80.096726
495-66-2904,3521699586693460,Victor,Waller,M,26984 Joseph Plaza Apt. 339,Union City,CA,94587,37.5895,-122.0497,69516,Horticultural therapist,1988-11-28,380906095118,adults_2550_male_urban.json,2e295bd9285b7a1f2cb85fdb73bb2685,2022-01-01,01:00:42,1641016842,gas_transport,58.39,0,fraud_Huels-Hahn,37.798210,-122.795035
738-54-4837,4536937854777255,Christopher,Cortez,M,80801 Kathy Loop Apt. 312,Litchfield,MN,55355,45.1263,-94.5268,9656,Acupuncturist,1980-09-15,554990175020,adults_2550_male_urban.json,3b3bc55818b292f6cb0aae191c6fd334,2022-01-01,01:01:42,1641016902,gas_transport,91.59,0,fraud_Sporer Inc,44.529527,-94.772700
195-33-0728,3508835615951480,Eric,Ortiz,M,482 Robert Light Apt. 994,Chevy Chase,MD,20815,38.978,-77.082,29082,Optician  dispensing,1992-08-14,917181406434,adults_2550_male_urban.json,d60a784cb41cb0ffed042e143e83f12d,2022-01-01,01:04:25,1641017065,gas_transport,54.73,0,fraud_Bernhard Inc,39.311218,-77.770180
173-76-9514,4995900109439695,Mark,Jimenez,M,473 Evans Cliffs Apt. 276,Albuquerque,NM,87110,35.1104,-106.5781,641349,Radio broadcast assistant,1979-10-22,225333063288,adults_2550_male_urban.json,0676613dcc1c6f6a4187fa2d53444ed8,2022-01-01,01:06:07,1641017167,gas_transport,47.66,0,fraud_Huels-Nolan,34.942772,-105.600878
320-44-7461,4571775140102,Samuel,Wong,M,382 Mark Meadow,Fleetwood,PA,19522,40.4473,-75.8185,14229,Psychologist  counselling,1976-11-07,877169140360,adults_2550_male_urban.json,b2b4f0fe237fbe8d6def38e4b759579f,2022-01-01,01:21:42,1641018102,gas_transport,68.53,0,fraud_Connelly  Reichert and Fritsch,39.803936,-76.517901
645-24-3054,4609379660334199,Brian,Wiggins,M,5371 Lambert Overpass,Dayton,OH,45449,39.6651,-84.2401,479994,Secretary  company,1985-10-12,704228248578,adults_2550_male_urban.json,47963b0679292d0326f249c3303bb772,2022-01-01,01:24:05,1641018245,gas_transport,74.99,0,fraud_Huels-Nolan,40.241970,-83.792365
131-06-5051,345331586923222,Stanley,Johnson,M,3421 Brennan Walks Suite 337,Fort Worth,TX,76123,32.6254,-97.3658,813980,Maintenance engineer,1983-08-16,903253916954,adults_2550_male_urban.json,2deb876b2960e363be5931909698f91d,2022-01-01,01:37:31,1641019051,gas_transport,64.57,0,fraud_Bernhard Inc,32.734407,-97.385404
282-33-0233,3592927524372804,Grant,Miller,M,276 Young Mill,Lowell,IN,46356,41.2845,-87.4191,17524,Diplomatic Services operational officer,1990-07-23,632265815336,adults_2550_male_urban.json,03275f0756b8dd6a61d2fa6eae125620,2022-01-01,01:38:27,1641019107,gas_transport,76.58,0,fraud_Zieme  Bode and Dooley,40.552997,-87.148901
711-83-2839,213174225790506,John,Lee,M,876 Perry Ville Suite 721,Marshall,IL,62441,39.422,-87.6923,7395,Systems analyst,1989-04-14,872010906800,adults_2550_male_urban.json,ea59b2554cc6fc31dec6cd6a109af750,2022-01-01,01:44:02,1641019442,gas_transport,64.89,0,fraud_Kling Inc,40.191770,-86.942164
776-58-2833,4320616329451163,Justin,Arnold,M,709 Rodriguez Drive Apt. 999,Battle Creek,MI,49017,42.3322,-85.1811,92270,Chiropodist,1976-02-03,119936653222,adults_2550_male_urban.json,c86a36656292f34fc6b289be81a97ddc,2022-01-01,01:47:23,1641019643,gas_transport,64.93,0,fraud_Kutch  Hermiston and Farrell,41.443063,-84.931662
841-99-2980,3525799136621031,Joseph,Blankenship,M,91279 Natalie Place Apt. 172,Miami,FL,33156,25.6682,-80.2973,1737737,Toxicologist,1990-10-28,908554315130,adults_2550_male_urban.json,4e0a3b5b6a4aa4dd5c300be984ea0613,2022-01-01,01:51:05,1641019865,gas_transport,67.07,0,fraud_Kling Inc,25.321369,-79.657418
024-74-5115,4533448571422418,Adrian,Dean,M,85854 Sherry Unions,Freehold,NJ,07728,40.2458,-74.2768,56257,Herpetologist,1994-08-19,268753639827,adults_2550_male_urban.json,bc73df88ba85146f9cbe5f23ae5ca57d,2022-01-01,01:56:16,1641020176,gas_transport,7.47,0,fraud_Luettgen PLC,40.664036,-74.676199
495-66-2904,3521699586693460,Victor,Waller,M,26984 Joseph Plaza Apt. 339,Union City,CA,94587,37.5895,-122.0497,69516,Horticultural therapist,1988-11-28,380906095118,adults_2550_male_urban.json,0c23c6d216b5c88a3808e05dbb6af1b6,2022-01-01,02:10:07,1641021007,gas_transport,64.89,0,fraud_Ledner-Pfannerstill,36.757602,-122.868064
776-58-2833,4320616329451163,Justin,Arnold,M,709 Rodriguez Drive Apt. 999,Battle Creek,MI,49017,42.3322,-85.1811,92270,Chiropodist,1976-02-03,119936653222,adults_2550_male_urban.json,2154951f4aa30f93c7afcff30cc2507f,2022-01-01,02:13:30,1641021210,gas_transport,46.99,0,fraud_Harris Inc,41.533573,-85.710142
720-86-6998,2223868528975581,William,Nguyen,M,6593 Nicholas Plaza Suite 577,Chandler,AZ,85286,33.2711,-111.8311,255641,Occupational psychologist,1975-08-10,794569789978,adults_2550_male_urban.json,eb663a4012a195f2c0e75eec4205c37e,2022-01-01,02:22:09,1641021729,gas_transport,69.81,0,fraud_Cummings LLC,33.595014,-111.260069
663-22-5385,379415521667462,Michael,Mendoza,M,212 Tina Vista Apt. 169,Platteville,WI,53818,42.7393,-90.4854,15091,Radiation protection practitioner,1989-07-27,626215958920,adults_2550_male_urban.json,d30fd5901dcdf251f283e2af520919f6,2022-01-01,02:26:23,1641021983,gas_transport,38.01,0,fraud_Christiansen  Goyette and Schamberger,42.330851,-89.730345
833-10-0358,2237215107029667,Jon,Reyes,M,53244 Stephenson Bypass Apt. 476,Westwego,LA,70094,29.8973,-90.2033,31669,Statistician,1978-10-21,66481931623,adults_2550_male_urban.json,8eedb903825fda47dd9f7dd339f9fd13,2022-01-01,02:30:12,1641022212,gas_transport,67.79,0,fraud_Sporer Inc,30.645896,-89.585524
733-95-6386,6011416389448467,Cole,Jones,M,1797 Graves Overpass,New Haven,CT,06513,41.3072,-72.8654,128884,Emergency planning/management officer,1996-07-22,18557023491,adults_2550_male_urban.json,a87234af8e527fdd4aabc25ba8f2e1da,2022-01-01,02:35:12,1641022512,gas_transport,50.90,0,fraud_Kutch  Hermiston and Farrell,42.228979,-72.673746
024-74-5115,4533448571422418,Adrian,Dean,M,85854 Sherry Unions,Freehold,NJ,07728,40.2458,-74.2768,56257,Herpetologist,1994-08-19,268753639827,adults_2550_male_urban.json,0f65212c1b3fb53968ebdbfc85346aa3,2022-01-01,02:38:54,1641022734,gas_transport,52.75,0,fraud_Luettgen PLC,39.480373,-73.277567
103-10-8809,4251354278496,William,Roman,M,841 Joseph Coves,Fairmont,WV,26554,39.4941,-80.2213,41369,Surgeon,1979-02-26,297020387114,adults_2550_male_urban.json,06bb1be0be85e290222d93ae8511a55d,2022-01-01,02:43:17,1641022997,gas_transport,71.38,0,fraud_Torp-Labadie,38.662279,-81.096553
320-44-7461,4571775140102,Samuel,Wong,M,382 Mark Meadow,Fleetwood,PA,19522,40.4473,-75.8185,14229,Psychologist  counselling,1976-11-07,877169140360,adults_2550_male_urban.json,014b06ebfd129459cd059d63a54956b9,2022-01-01,02:49:32,1641023372,gas_transport,8.95,0,fraud_Koss and Sons,39.672391,-76.613877
543-18-6364,4351751830467,Michael,Morrison,M,98373 Turner Bridge,West Yarmouth,MA,02673,41.6614,-70.2363,8402,Engineer  mining,1989-12-17,210183500752,adults_2550_male_urban.json,9680c7825a56a415119a53f0e5cf131e,2022-01-01,02:51:35,1641023495,gas_transport,32.06,0,fraud_Lind  Huel and McClure,40.771808,-69.456431
841-99-2980,3525799136621031,Joseph,Blankenship,M,91279 Natalie Place Apt. 172,Miami,FL,33156,25.6682,-80.2973,1737737,Toxicologist,1990-10-28,908554315130,adults_2550_male_urban.json,1b19b58780587ebd9c3198ee3628ac14,2022-01-01,02:54:14,1641023654,gas_transport,50.77,0,fraud_Eichmann  Bogan and Rodriguez,24.953152,-80.200969
733-95-6386,6011416389448467,Cole,Jones,M,1797 Graves Overpass,New Haven,CT,06513,41.3072,-72.8654,128884,Emergency planning/management officer,1996-07-22,18557023491,adults_2550_male_urban.json,e2cd53086d05a7136215d161f147a5f1,2022-01-01,02:56:05,1641023765,gas_transport,65.51,0,fraud_Harris Inc,41.452986,-73.393330
406-83-7518,4238849696532874,Brandon,Williams,M,26916 Carlson Mountain,Lafayette,LA,70503,30.1843,-92.0497,151705,Seismic interpreter,1986-12-26,947268892251,adults_2550_male_urban.json,9b47c9270cbfb28a73e875ff53c2fe4f,2022-01-01,03:13:18,1641024798,gas_transport,39.49,0,fraud_Bins-Rice,29.244545,-92.534735
282-33-0233,3592927524372804,Grant,Miller,M,276 Young Mill,Lowell,IN,46356,41.2845,-87.4191,17524,Diplomatic Services operational officer,1990-07-23,632265815336,adults_2550_male_urban.json,1dbb6e1d25a8f70923aa2249df522ef0,2022-01-01,03:24:05,1641025445,gas_transport,90.10,0,fraud_Kling Inc,42.070237,-86.612623
331-48-6209,2381472145868333,Logan,Rodriguez,M,9469 Green Ports,Moncks Corner,SC,29461,33.1971,-80.0233,30141,Youth worker,1983-03-08,674866979163,adults_2550_male_urban.json,074c2b1f7ea1330f50e00079edee3237,2022-01-01,03:28:02,1641025682,gas_transport,87.80,0,fraud_Raynor  Feest and Miller,32.635406,-79.090020
720-86-6998,2223868528975581,William,Nguyen,M,6593 Nicholas Plaza Suite 577,Chandler,AZ,85286,33.2711,-111.8311,255641,Occupational psychologist,1975-08-10,794569789978,adults_2550_male_urban.json,38a48afdde30784c51018d0acfd02848,2022-01-01,03:31:19,1641025879,gas_transport,50.96,0,fraud_Kuvalis Ltd,32.378999,-112.028889
