078-54-8845,630491961276,Jared,Anderson,M,203 Stephen Roads,Sun City Center,FL,33573,27.7147,-82.3538,19172,Economist,1933-01-08,212262778019,adults_50up_male_urban.json,5a3a2036ad85777abb2d99d86a53c78c,2022-01-01,00:14:52,1641014092,gas_transport,75.61,0,fraud_Cummings LLC,28.088962,-82.264199
116-31-0222,30423591426141,Anthony,Contreras,M,893 Laura Estate Suite 145,Las Vegas,NV,89149,36.2765,-115.2885,1417793,Insurance broker,1966-03-08,786895951902,adults_50up_male_urban.json,b7d94f6139f9b8f3e9c17ea8cbd7c272,2022-01-01,00:22:24,1641014544,gas_transport,84.44,0,fraud_Kling Inc,35.755831,-115.140271
787-41-3617,4623546622650,Michael,Brown,M,599 Perez Center Apt. 622,Champlin,MN,55316,45.17,-93.3819,23089,Commissioning editor,1965-07-01,163959980994,adults_50up_male_urban.json,a4c0bcd872c37011dc3841b06097f0df,2022-01-01,01:02:32,1641016952,gas_transport,1.48,0,fraud_Huels-Nolan,44.500434,-93.959432
064-48-2113,4413395479406453,Daniel,Frazier,M,790 Sharp Crossing Apt. 898,Millbrook,AL,36054,32.4995,-86.3641,15066,Occupational therapist,1953-06-19,929002904576,adults_50up_male_urban.json,9b58928685a74ba228c0f4ae9ab5f486,2022-01-01,01:21:24,1641018084,gas_transport,92.41,0,fraud_Torp-Labadie,32.927739,-87.061882
179-52-0940,180063975615477,Andrew,Flores,M,15164 Chris Trafficway,Santa Maria,CA,93454,34.9545,-120.4324,133563,Lighting technician  broadcasting/film/video,1962-02-10,469568552497,adults_50up_male_urban.json,94a6c3d9a017c5e5d3d8c55ea56d7d93,2022-01-01,01:23:31,1641018211,gas_transport,103.71,0,fraud_Berge LLC,34.613275,-119.580978
078-54-8845,630491961276,Jared,Anderson,M,203 Stephen Roads,Sun City Center,FL,33573,27.7147,-82.3538,19172,Economist,1933-01-08,212262778019,adults_50up_male_urban.json,99171eefa7059e87bb73a42b128d3c56,2022-01-01,01:35:59,1641018959,gas_transport,77.93,0,fraud_Kling Inc,27.750413,-83.065952
260-51-3229,676305937770,Henry,Leach,M,832 Gabriela Run,Flemington,NJ,08822,40.518,-74.8453,30354,Designer  television/film set,1971-11-07,661384884419,adults_50up_male_urban.json,9fda5cb71296d11472283f66544fed8e,2022-01-01,01:38:56,1641019136,gas_transport,94.15,0,fraud_Eichmann  Bogan and Rodriguez,39.609146,-74.176565
187-93-3566,4388568119397818,Donald,Hendricks,M,99217 Ray Land,Chula Vista,CA,91911,32.6084,-117.0565,239879,Interpreter,1932-10-28,614815149376,adults_50up_male_urban.json,ce3cf8445e15973d85524f14a3b34753,2022-01-01,01:39:49,1641019189,gas_transport,64.48,0,fraud_Reilly  Heaney and Cole,33.411581,-117.190709
645-45-8674,4456622952174,Luis,Williams,M,0361 Pittman Inlet Suite 070,Fort Worth,TX,76114,32.7796,-97.3928,813980,Housing manager/officer,1959-11-02,951115825027,adults_50up_male_urban.json,e7b2062fcbe54a2959e23d4f3715db7e,2022-01-01,01:46:11,1641019571,gas_transport,5.49,0,fraud_Kutch  Hermiston and Farrell,32.745940,-97.153549
267-26-0570,3511587605457698,Michael,Porter,M,9453 Rasmussen Mews Suite 974,Frisco City,AL,36445,31.4235,-87.3817,5050,Nurse  learning disability,1954-05-09,655962338361,adults_50up_male_urban.json,05bfbb26e6fdea6d8d36a20392e1aab7,2022-01-01,02:00:04,1641020404,gas_transport,18.84,0,fraud_Heller-Langosh,32.205433,-86.429451
