871-03-8244,213167089870927,Andrew,Shelton,M,918 Glenn Common,Fort Payne,AL,35967,34.4368,-85.7124,21205,Chief Executive Officer,2001-12-20,748181980777,young_adults_male_urban.json,1662d91a617dea1abdc05cee19375923,2022-01-01,00:00:01,1641013201,gas_transport,48.12,0,fraud_Ledner-Pfannerstill,35.186656,-86.191190
871-03-8244,213167089870927,Andrew,Shelton,M,918 Glenn Common,Fort Payne,AL,35967,34.4368,-85.7124,21205,Chief Executive Officer,2001-12-20,748181980777,young_adults_male_urban.json,4728f80a3f3eb8b96b43f5c649413eae,2022-01-01,00:07:33,1641013653,gas_transport,57.16,0,fraud_Koss and Sons,33.591980,-85.335953
783-65-2596,4010712615835,Steven,Grant,M,176 Ferguson Green,Washington,MO,63090,38.5459,-91.0193,21524,Operational researcher,1998-02-10,221098372472,young_adults_male_urban.json,63c4ea3208a0fa2f14d3ee50aab3dff0,2022-01-01,00:23:13,1641014593,gas_transport,66.48,0,fraud_Harris Inc,38.515126,-90.865178
001-28-0753,4661995305641840,Randall,Lee,M,467 Wayne Neck Apt. 187,Cleveland,OH,44124,41.501,-81.4694,769341,Designer  television/film set,2001-08-10,963852703688,young_adults_male_urban.json,71bc8880822845e042206a55a88563eb,2022-01-01,00:27:59,1641014879,gas_transport,33.46,0,fraud_Kuvalis Ltd,40.994569,-81.688461
184-35-8760,4813088983057488391,Kurt,Wells,M,563 Edward Mission,New Orleans,LA,70115,29.9289,-90.1005,382333,Metallurgist,1998-07-10,16815649835,young_adults_male_urban.json,fc2722d8e0312cda9767415f191b8868,2022-01-01,00:37:54,1641015474,gas_transport,65.34,0,fraud_Raynor  Feest and Miller,30.500856,-89.971732
740-65-4234,2714785501137532,George,Martin,M,72887 Thomas Tunnel,Modesto,CA,95354,37.6409,-120.9749,255354,Psychotherapist,2001-09-24,835795242616,young_adults_male_urban.json,61afbc46edddea15fc19e89faeab8ebf,2022-01-01,00:40:21,1641015621,gas_transport,67.77,0,fraud_Huels-Hahn,37.342936,-120.521348
740-65-4234,2714785501137532,George,Martin,M,72887 Thomas Tunnel,Modesto,CA,95354,37.6409,-120.9749,255354,Psychotherapist,2001-09-24,835795242616,young_adults_male_urban.json,80132e3acc36a60de199927e541e3977,2022-01-01,00:40:48,1641015648,gas_transport,25.02,0,fraud_Kutch LLC,36.833314,-120.312552
184-35-8760,4813088983057488391,Kurt,Wells,M,563 Edward Mission,New Orleans,LA,70115,29.9289,-90.1005,382333,Metallurgist,1998-07-10,16815649835,young_adults_male_urban.json,1aa721b3a0115e0a77e4e2263a059d33,2022-01-01,00:42:22,1641015742,gas_transport,46.37,0,fraud_Cummings LLC,29.976240,-89.600539
184-48-5731,2229276364315942,Thomas,Oliver,M,654 Sandoval Gateway Suite 544,Irving,TX,75060,32.8023,-96.9597,217883,Environmental consultant,2006-04-08,778709317235,young_adults_male_urban.json,7669557db5c63e709d46e3eea5f0662f,2022-01-01,00:42:36,1641015756,gas_transport,77.27,0,fraud_Tillman  Dickinson and Labadie,32.205658,-97.223098
188-21-4290,3531261685071052,Tommy,May,M,19509 Megan Valley,Cottontown,TN,37048,36.4912,-86.6033,6030,Clinical embryologist,2002-07-31,897566796191,young_adults_male_urban.json,2b707fc845c80e65dd2ab1479de00c95,2022-01-01,00:51:40,1641016300,gas_transport,51.54,0,fraud_Prohaska-Murray,37.302950,-86.242006
626-24-6098,6011413482084935,Brendan,Gonzalez,M,122 Smith Avenue,Rochester,IN,46975,41.0655,-86.231,14691,Broadcast engineer,2001-05-06,327661306398,young_adults_male_urban.json,c1b1e2b22114136821395bccb7032a09,2022-01-01,00:56:57,1641016617,gas_transport,50.60,0,fraud_Prohaska-Murray,41.262651,-85.824430
188-21-4290,3531261685071052,Tommy,May,M,19509 Megan Valley,Cottontown,TN,37048,36.4912,-86.6033,6030,Clinical embryologist,2002-07-31,897566796191,young_adults_male_urban.json,03c6303d903f86e8fbd0266bf82f1b9e,2022-01-01,01:11:36,1641017496,gas_transport,63.39,0,fraud_Tillman  Dickinson and Labadie,37.012136,-87.384323
188-21-4290,3531261685071052,Tommy,May,M,19509 Megan Valley,Cottontown,TN,37048,36.4912,-86.6033,6030,Clinical embryologist,2002-07-31,897566796191,young_adults_male_urban.json,6323fb79a03df80184a518556e02d504,2022-01-01,01:12:27,1641017547,gas_transport,75.42,0,fraud_Ledner-Pfannerstill,36.824454,-87.428028
871-03-8244,213167089870927,Andrew,Shelton,M,918 Glenn Common,Fort Payne,AL,35967,34.4368,-85.7124,21205,Chief Executive Officer,2001-12-20,748181980777,young_adults_male_urban.json,30d1f75cbb9d60de73aee867a977b4e6,2022-01-01,01:23:41,1641018221,gas_transport,55.73,0,fraud_Christiansen  Goyette and Schamberger,34.240315,-85.859921
184-48-5731,2229276364315942,Thomas,Oliver,M,654 Sandoval Gateway Suite 544,Irving,TX,75060,32.8023,-96.9597,217883,Environmental consultant,2006-04-08,778709317235,young_adults_male_urban.json,0cf0048711c7e5dd5af191f8ad540ae1,2022-01-01,01:45:23,1641019523,gas_transport,61.69,0,fraud_Harber Inc,32.275231,-97.223244
188-21-4290,3531261685071052,Tommy,May,M,19509 Megan Valley,Cottontown,TN,37048,36.4912,-86.6033,6030,Clinical embryologist,2002-07-31,897566796191,young_adults_male_urban.json,898b17f80a746ae34a9232b882cc1ade,2022-01-01,02:12:55,1641021175,gas_transport,72.14,0,fraud_Emard Inc,36.462252,-86.023012
184-35-8760,4813088983057488391,Kurt,Wells,M,563 Edward Mission,New Orleans,LA,70115,29.9289,-90.1005,382333,Metallurgist,1998-07-10,16815649835,young_adults_male_urban.json,ff08766be1f578dec3b8f48dc669e309,2022-01-01,02:23:33,1641021813,gas_transport,64.22,0,fraud_Brekke and Sons,28.950198,-90.590338
184-35-8760,4813088983057488391,Kurt,Wells,M,563 Edward Mission,New Orleans,LA,70115,29.9289,-90.1005,382333,Metallurgist,1998-07-10,16815649835,young_adults_male_urban.json,7ae06f70233b29444221c2c227da17d5,2022-01-01,02:35:27,1641022527,gas_transport,41.88,0,fraud_Christiansen  Goyette and Schamberger,29.904533,-90.296623
373-92-4564,4082317146199539464,Shawn,Tucker,M,2623 Warner Ports Suite 053,Brooklyn,NY,11211,40.7095,-73.9563,2504700,Administrator  Civil Service,1998-04-11,820930891633,young_adults_male_urban.json,501b619e07df73de13c22df6359728ca,2022-01-01,03:02:07,1641024127,gas_transport,41.87,0,fraud_Friesen-Stamm,41.562999,-74.279358
184-35-8760,4813088983057488391,Kurt,Wells,M,563 Edward Mission,New Orleans,LA,70115,29.9289,-90.1005,382333,Metallurgist,1998-07-10,16815649835,young_adults_male_urban.json,cff702f3548e93b4ab358d15dc736356,2022-01-01,03:11:05,1641024665,gas_transport,17.19,0,fraud_Raynor  Reinger and Hagenes,30.711007,-89.754724
188-21-4290,3531261685071052,Tommy,May,M,19509 Megan Valley,Cottontown,TN,37048,36.4912,-86.6033,6030,Clinical embryologist,2002-07-31,897566796191,young_adults_male_urban.json,b91d93bd772c6bbe933423425c8077bf,2022-01-01,03:35:07,1641026107,gas_transport,42.98,0,fraud_Marks Inc,36.815460,-86.650603
188-21-4290,3531261685071052,Tommy,May,M,19509 Megan Valley,Cottontown,TN,37048,36.4912,-86.6033,6030,Clinical embryologist,2002-07-31,897566796191,young_adults_male_urban.json,ca029005f34679a04efa478201775b4f,2022-01-01,03:51:51,1641027111,gas_transport,69.35,0,fraud_Olson  Becker and Koch,36.445257,-87.145151
184-35-8760,4813088983057488391,Kurt,Wells,M,563 Edward Mission,New Orleans,LA,70115,29.9289,-90.1005,382333,Metallurgist,1998-07-10,16815649835,young_adults_male_urban.json,dadca77b6d474ddad37ecf1459a5fb2a,2022-01-01,04:07:45,1641028065,gas_transport,64.03,0,fraud_Zieme  Bode and Dooley,30.494598,-89.461283
871-03-8244,213167089870927,Andrew,Shelton,M,918 Glenn Common,Fort Payne,AL,35967,34.4368,-85.7124,21205,Chief Executive Officer,2001-12-20,748181980777,young_adults_male_urban.json,8bea87d752e26807ccf1b866a8d3d891,2022-01-01,04:45:29,1641030329,gas_transport,31.46,0,fraud_Prohaska-Murray,34.308749,-86.364568
184-35-8760,4813088983057488391,Kurt,Wells,M,563 Edward Mission,New Orleans,LA,70115,29.9289,-90.1005,382333,Metallurgist,1998-07-10,16815649835,young_adults_male_urban.json,e9661ca83f03e8db4fed0eb00ef80c66,2022-01-01,04:49:30,1641030570,gas_transport,36.62,0,fraud_Zieme  Bode and Dooley,30.381662,-89.286576
184-48-5731,2229276364315942,Thomas,Oliver,M,654 Sandoval Gateway Suite 544,Irving,TX,75060,32.8023,-96.9597,217883,Environmental consultant,2006-04-08,778709317235,young_adults_male_urban.json,f1cf2a0bc8ad62ca8491a24772e2168e,2022-01-01,04:52:34,1641030754,gas_transport,97.92,0,fraud_Prohaska-Murray,32.656320,-96.855434
626-24-6098,6011413482084935,Brendan,Gonzalez,M,122 Smith Avenue,Rochester,IN,46975,41.0655,-86.231,14691,Broadcast engineer,2001-05-06,327661306398,young_adults_male_urban.json,90a42479a42f081c25180ed843d50e0d,2022-01-01,05:42:32,1641033752,gas_transport,54.63,0,fraud_Huels-Hahn,40.752822,-85.320138
740-65-4234,2714785501137532,George,Martin,M,72887 Thomas Tunnel,Modesto,CA,95354,37.6409,-120.9749,255354,Psychotherapist,2001-09-24,835795242616,young_adults_male_urban.json,ac92d677a0cef32c468c6934911ab0f7,2022-01-01,06:05:59,1641035159,gas_transport,56.52,0,fraud_Kutch LLC,38.116155,-121.385643
188-21-4290,3531261685071052,Tommy,May,M,19509 Megan Valley,Cottontown,TN,37048,36.4912,-86.6033,6030,Clinical embryologist,2002-07-31,897566796191,young_adults_male_urban.json,f60b26ced1c18e89758b73079d68015a,2022-01-01,06:21:02,1641036062,gas_transport,63.18,0,fraud_Harris Inc,36.090563,-86.387438
184-48-5731,2229276364315942,Thomas,Oliver,M,654 Sandoval Gateway Suite 544,Irving,TX,75060,32.8023,-96.9597,217883,Environmental consultant,2006-04-08,778709317235,young_adults_male_urban.json,896408f848a7a5a9f95bd48012760d1c,2022-01-01,06:22:06,1641036126,gas_transport,83.05,0,fraud_Kling Inc,31.804944,-97.007784
001-28-0753,4661995305641840,Randall,Lee,M,467 Wayne Neck Apt. 187,Cleveland,OH,44124,41.501,-81.4694,769341,Designer  television/film set,2001-08-10,963852703688,young_adults_male_urban.json,0fa0875624044211fd46dae40c5af14c,2022-01-01,06:38:47,1641037127,gas_transport,62.38,0,fraud_Jenkins  Hauck and Friesen,41.343836,-80.554924
184-48-5731,2229276364315942,Thomas,Oliver,M,654 Sandoval Gateway Suite 544,Irving,TX,75060,32.8023,-96.9597,217883,Environmental consultant,2006-04-08,778709317235,young_adults_male_urban.json,a7d9644309b8b0bf566c3f66d4f9c163,2022-01-01,07:05:00,1641038700,gas_transport,42.82,0,fraud_Bernhard Inc,33.549580,-97.944202
740-65-4234,2714785501137532,George,Martin,M,72887 Thomas Tunnel,Modesto,CA,95354,37.6409,-120.9749,255354,Psychotherapist,2001-09-24,835795242616,young_adults_male_urban.json,8e86bdba9415f50445902cf1b703e7e1,2022-01-01,07:12:24,1641039144,gas_transport,68.72,0,fraud_Harris Inc,37.544297,-121.468811
