297-88-4938,3547660728326849,Toni,Thomas,F,88210 Ashley Lock Apt. 435,Pittsview,AL,36871,32.1733,-85.1312,1277,Engineer  mining,1969-08-12,993909782929,adults_50up_female_rural.json,ddc2080b4dd951381b62f5d4fce06de5,2022-01-01,02:45:11,1641023111,gas_transport,70.36,0,fraud_Rodriguez Group,32.770047,-85.265373
218-20-7901,4585149368991,Megan,Hawkins,F,24455 Howard Divide Suite 120,Bingham Canyon,UT,84006,40.5646,-112.0977,826,Chemist  analytical,1941-04-06,583025110578,adults_50up_female_rural.json,3ab03a544fa0c0d310f60470cff9f7d3,2022-01-01,02:51:16,1641023476,gas_transport,136.84,0,fraud_Ledner-Pfannerstill,41.381409,-112.733647
297-88-4938,3547660728326849,Toni,Thomas,F,88210 Ashley Lock Apt. 435,Pittsview,AL,36871,32.1733,-85.1312,1277,Engineer  mining,1969-08-12,993909782929,adults_50up_female_rural.json,e1552a8eb1fa046c65a57f74b1f40d85,2022-01-01,05:05:22,1641031522,gas_transport,125.39,0,fraud_Marks Inc,31.724917,-85.337210
297-88-4938,3547660728326849,Toni,Thomas,F,88210 Ashley Lock Apt. 435,Pittsview,AL,36871,32.1733,-85.1312,1277,Engineer  mining,1969-08-12,993909782929,adults_50up_female_rural.json,d8ca2f7ede46f967d0fa1fa779afdc37,2022-01-01,06:13:16,1641035596,gas_transport,64.58,0,fraud_Huels-Nolan,31.945505,-85.659462
218-20-7901,4585149368991,Megan,Hawkins,F,24455 Howard Divide Suite 120,Bingham Canyon,UT,84006,40.5646,-112.0977,826,Chemist  analytical,1941-04-06,583025110578,adults_50up_female_rural.json,4ca766657262060b69603373f5754e8d,2022-01-01,09:23:27,1641047007,gas_transport,9.59,0,fraud_Berge LLC,40.079517,-111.827592
297-88-4938,3547660728326849,Toni,Thomas,F,88210 Ashley Lock Apt. 435,Pittsview,AL,36871,32.1733,-85.1312,1277,Engineer  mining,1969-08-12,993909782929,adults_50up_female_rural.json,eb181db864956f2bc9cbb9e43f1709a1,2022-01-01,09:49:10,1641048550,gas_transport,57.78,0,fraud_Luettgen PLC,32.344076,-84.136168
297-88-4938,3547660728326849,Toni,Thomas,F,88210 Ashley Lock Apt. 435,Pittsview,AL,36871,32.1733,-85.1312,1277,Engineer  mining,1969-08-12,993909782929,adults_50up_female_rural.json,9c5138fcfb5ef5202e14758d2a4aad51,2022-01-02,02:51:22,1641109882,gas_transport,53.72,0,fraud_Marks Inc,31.422323,-84.264165
297-88-4938,3547660728326849,Toni,Thomas,F,88210 Ashley Lock Apt. 435,Pittsview,AL,36871,32.1733,-85.1312,1277,Engineer  mining,1969-08-12,993909782929,adults_50up_female_rural.json,5ef6a0608bf7bbb08da18497c4cece04,2022-01-02,03:43:12,1641112992,gas_transport,4.48,0,fraud_Prohaska-Murray,32.619458,-85.518483
218-20-7901,4585149368991,Megan,Hawkins,F,24455 Howard Divide Suite 120,Bingham Canyon,UT,84006,40.5646,-112.0977,826,Chemist  analytical,1941-04-06,583025110578,adults_50up_female_rural.json,6b9faa41a5ea0246b402b533f10ce0d5,2022-01-02,03:55:30,1641113730,gas_transport,150.94,0,fraud_Erdman-Kertzmann,39.761753,-112.088458
297-88-4938,3547660728326849,Toni,Thomas,F,88210 Ashley Lock Apt. 435,Pittsview,AL,36871,32.1733,-85.1312,1277,Engineer  mining,1969-08-12,993909782929,adults_50up_female_rural.json,c0fdc89885f5300bfbad0a419be4d9d8,2022-01-02,04:45:38,1641116738,gas_transport,103.39,0,fraud_Marks Inc,31.518362,-85.499732
